iter	Passed	Remaining
528	2374	2114
529	2378	2109
530	2382	2104
531	2398	2109
532	2401	2104
533	2407	2100
534	2410	2095
535	2414	2090
536	2421	2087
537	2432	2089
538	2437	2084
539	2471	2105
540	2520	2138
541	2528	2136
542	2551	2147
543	2556	2142
544	2576	2150
545	2581	2146
546	2588	2143
547	2593	2138
548	2599	2135
549	2604	2130
550	2617	2132
551	2630	2134
552	2640	2134
553	2659	2141
554	2671	2142
555	2682	2142
556	2688	2138
557	2706	2143
558	2713	2140
559	2717	2135
560	2720	2129
561	2725	2123
562	2731	2120
563	2734	2114
564	2737	2107
565	2740	2101
566	2743	2095
567	2749	2091
568	2752	2085
569	2755	2078
570	2763	2076
571	2766	2070
572	2770	2064
573	2776	2060
574	2780	2055
575	2785	2050
576	2790	2045
577	2798	2043
578	2803	2038
579	2806	2032
580	2810	2026
581	2814	2021
582	2817	2015
583	2822	2010
584	2826	2005
585	2830	1999
586	2834	1994
587	2841	1991
588	2845	1985
589	2850	1981
590	2855	1976
591	2858	1970
592	2862	1964
593	2866	1958
594	2869	1952
595	2876	1950
596	2880	1944
597	2883	1938
598	2886	1932
599	2889	1926
600	2893	1920
601	2896	1915
602	2902	1910
603	2906	1905
604	2909	1899
605	2911	1893
606	2915	1887
607	2919	1882
608	2921	1875
609	2924	1869
610	2928	1864
611	2931	1858
612	2934	1852
613	2938	1847
614	2941	1841
615	2944	1835
616	2948	1830
617	2953	1825
618	2957	1820
619	2962	1815
620	2965	1809
621	2968	1804
622	2973	1799
623	2976	1793
624	2981	1788
625	2986	1784
626	2990	1778
627	2994	1774
628	3000	1769
629	3004	1764
630	3009	1760
631	3013	1754
632	3016	1749
633	3026	1747
634	3030	1742
635	3034	1736
636	3044	1734
637	3050	1730
638	3059	1728
639	3064	1723
640	3069	1719
641	3075	1715
642	3079	1709
643	3082	1704
644	3086	1698
645	3090	1693
646	3093	1687
647	3099	1683
648	3103	1678
649	3105	1672
650	3109	1667
651	3113	1661
652	3116	1656
653	3122	1651
654	3124	1645
655	3127	1640
656	3130	1634
657	3132	1628
658	3137	1623
659	3139	1617
660	3143	1612
661	3146	1606
662	3149	1600
663	3152	1594
664	3155	1589
665	3158	1583
666	3161	1578
667	3164	1572
668	3168	1567
669	3172	1562
670	3176	1557
671	3180	1552
672	3185	1547
673	3188	1542
674	3191	1536
675	3195	1531
676	3199	1526
677	3202	1520
678	3206	1515
679	3209	1510
680	3212	1504
681	3215	1499
682	3218	1493
683	3222	1488
684	3226	1483
685	3229	1478
686	3232	1472
687	3235	1467
688	3240	1462
689	3243	1457
690	3246	1451
691	3250	1446
692	3256	1442
693	3261	1438
694	3267	1433
695	3270	1428
696	3275	1423
697	3281	1419
698	3285	1414
699	3289	1409
700	3298	1406
701	3303	1402
702	3309	1398
703	3313	1393
704	3317	1388
705	3319	1382
706	3322	1376
707	3326	1371
708	3329	1366
709	3333	1361
710	3336	1356
711	3339	1350
712	3342	1345
713	3345	1340
714	3349	1335
715	3353	1330
716	3356	1324
717	3362	1320
718	3366	1315
719	3369	1310
720	3372	1305
721	3378	1300
722	3380	1295
723	3383	1289
724	3385	1284
725	3389	1279
726	3391	1273
727	3394	1268
728	3397	1262
729	3400	1257
730	3403	1252
731	3406	1247
732	3408	1241
733	3410	1236
734	3413	1230
735	3416	1225
736	3419	1220
737	3422	1215
738	3425	1209
739	3464	1217
740	3470	1213
741	3475	1208
742	3479	1203
743	3483	1198
744	3486	1193
745	3490	1188
746	3493	1183
747	3497	1178
748	3500	1173
749	3504	1168
750	3508	1163
751	3511	1158
752	3517	1153
753	3519	1148
754	3522	1143
755	3525	1137
756	3527	1132
757	3529	1126
758	3532	1121
759	3533	1115
760	3537	1110
761	3539	1105
762	3541	1100
763	3544	1094
764	3546	1089
765	3549	1084
766	3553	1079
767	3555	1074
768	3558	1068
769	3560	1063
770	3563	1058
771	3566	1053
772	3568	1047
773	3570	1042
774	3572	1037
775	3577	1032
776	3579	1027
777	3581	1022
778	3584	1017
779	3588	1012
780	3591	1007
781	3594	1001
782	3596	996
783	3599	991
784	3604	987
785	3607	982
786	3609	976
787	3612	972
788	3615	966
789	3619	962
790	3622	957
791	3628	952
792	3631	948
793	3634	942
794	3638	938
795	3641	933
796	3645	928
797	3647	923
798	3654	919
799	3658	914
800	3660	909
801	3665	904
802	3668	899
803	3671	895
804	3673	889
805	3679	885
806	3681	880
807	3684	875
808	3686	870
809	3691	865
810	3695	861
811	3698	856
812	3701	851
813	3704	846
814	3706	841
815	3709	836
816	3711	831
817	3714	826
818	3716	821
819	3721	816
820	3723	811
821	3725	806
822	3729	802
823	3732	797
824	3735	792
825	3738	787
826	3743	783
827	3748	778
828	3751	773
829	3754	768
830	3757	764
831	3760	759
832	3762	754
833	3765	749
834	3770	745
835	3773	740
836	3776	735
837	3783	731
838	3787	726
839	3792	722
840	3795	717
841	3799	713
842	3802	708
843	3809	704
844	3812	699
845	3822	695
846	3825	690
847	3830	686
848	3833	681
849	3836	677
850	3839	672
851	3841	667
852	3845	662
853	3847	657
854	3850	653
855	3853	648
856	3857	643
857	3859	638
858	3862	634
859	3867	629
860	3870	624
861	3873	620
862	3879	615
863	3881	611
864	3884	606
865	3888	601
866	3891	596
867	3893	592
868	3896	587
869	3898	582
870	3902	577
871	3905	573
872	3908	568
873	3912	564
874	3917	559
875	3920	554
876	3924	550
877	3928	545
878	3930	541
879	3934	536
880	3936	531
881	3939	527
882	3943	522
883	3947	517
884	3952	513
885	3955	508
886	3960	504
887	3964	500
888	3968	495
889	3974	491
890	3980	486
891	3989	482
892	3993	478
893	3996	473
894	3999	469
895	4004	464
896	4008	460
897	4013	455
898	4021	451
899	4025	447
900	4030	442
901	4034	438
902	4039	433
903	4044	429
904	4048	424
905	4052	420
906	4056	415
907	4061	411
908	4063	406
909	4066	402
910	4068	397
911	4071	392
912	4073	388
913	4077	383
914	4080	379
915	4088	374
916	4091	370
917	4101	366
918	4105	361
919	4113	357
920	4117	353
921	4121	348
922	4124	344
923	4128	339
924	4135	335
925	4139	330
926	4145	326
927	4149	321
928	4153	317
929	4157	312
930	4161	308
931	4165	303
932	4169	299
933	4173	294
934	4177	290
935	4182	286
936	4186	281
937	4190	276
938	4192	272
939	4195	267
940	4199	263
941	4202	258
942	4206	254
943	4209	249
944	4213	245
945	4217	240
946	4219	236
947	4222	231
948	4228	227
949	4233	222
950	4235	218
951	4238	213
952	4240	209
953	4243	204
954	4245	200
955	4248	195
956	4254	191
957	4258	186
958	4261	182
959	4268	177
960	4271	173
961	4275	168
962	4284	164
963	4288	160
964	4296	155
965	4300	151
966	4303	146
967	4310	142
968	4314	138
969	4319	133
970	4323	129
971	4327	124
972	4333	120
973	4338	115
974	4346	111
975	4350	106
976	4356	102
977	4361	98
978	4364	93
979	4374	89
980	4377	84
981	4382	80
982	4385	75
983	4388	71
984	4392	66
985	4394	62
986	4398	57
987	4404	53
988	4407	49
989	4410	44
990	4412	40
991	4415	35
992	4417	31
993	4421	26
994	4424	22
995	4427	17
996	4432	13
997	4434	8
998	4438	4
999	4443	0
